issue_frame,term,tfidf_score
environment,water,0.4178440450607071
environment,energy,0.3637914161013256
environment,supplier,0.24678823092279112
environment,waste,0.22201522830201056
environment,carbon,0.2084426492256244
environment,emission,0.2054929890950731
environment,renewable,0.18884538884826968
environment,renewable energy,0.16996084996344274
environment,reduction,0.16394970705379242
environment,supply,0.15043266665811572
environment,risk,0.12191928539611992
environment,save,0.12068520102570833
environment,climate,0.1127154235994823
environment,chain,0.11110386491743186
environment,consumption,0.10127166448226091
environment,gas,0.09905294801166627
environment,supply chain,0.09537234422115833
environment,wastewater,0.09034721030680869
environment,energy save,0.08994463095312223
environment,recycling,0.0863613039697436
environment,metric,0.08539047242385023
environment,project,0.08455692374247027
environment,air,0.08425193279153223
environment,pollution,0.08062404356840189
environment,ghg,0.07855923462994222
environment,recycle,0.07307494951285996
environment,control,0.07177506317674802
environment,facility,0.07079184313323093
environment,equipment,0.06980862308971382
environment,carbon reduction,0.06766959767062998
governance_risk,risk,0.3645456893469614
governance_risk,committee,0.36248982102861216
governance_risk,tax,0.2972448078265069
governance_risk,governance,0.21377604829892513
governance_risk,board,0.2097857268883457
governance_risk,security,0.19259017550405505
governance_risk,director,0.1822728446734807
governance_risk,human,0.15819907273547382
governance_risk,risk management,0.15132085218175756
governance_risk,right,0.14788174190489944
governance_risk,corporate,0.14788174190489944
governance_risk,human right,0.13540117980884014
governance_risk,development,0.12380796996689256
governance_risk,climate,0.12345401688453073
governance_risk,compliance,0.10354207867734834
governance_risk,board director,0.10224071875165985
governance_risk,issue,0.09629508775202753
governance_risk,corporate governance,0.0929461079560544
governance_risk,supplier,0.08597775692145317
governance_risk,nominate,0.07706346869576104
governance_risk,risk committee,0.07706346869576104
governance_risk,chairman,0.07566536518729303
governance_risk,stakeholder,0.07566042609087878
governance_risk,framework,0.07222131581402066
governance_risk,reporting,0.07168297754585654
governance_risk,audit risk,0.0715589352174924
governance_risk,regulatory,0.06770058990442007
governance_risk,ethic,0.06770058990442007
governance_risk,gri,0.06605440173922375
governance_risk,policy,0.0653430952603044
innovation,university,0.23144645401074915
innovation,student,0.21652857013954474
innovation,advanced,0.18654769119714623
innovation,patent,0.1851571632085993
innovation,development,0.15656681225474775
