sdg_labels,term,tfidf_score
SDG7_energy,industry association,0.08638418130473334
SDG7_energy,ghg,0.08403453285785897
SDG7_energy,association,0.08159134630920777
SDG7_energy,climate,0.0737344791072639
SDG7_energy,tsia,0.07304492034501746
SDG7_energy,panel,0.07260655898354482
SDG7_energy,inch,0.07198681775394444
SDG7_energy,director,0.0641074863858061
SDG7_energy,wafer,0.0641074863858061
SDG7_energy,unit,0.06320098209194049
SDG7_energy,purchase,0.06320098209194049
SDG7_energy,diesel,0.06300806106432642
SDG7_energy,welfare,0.05827953307800554
SDG7_energy,ghg emission,0.058177753516979284
SDG7_energy,committee,0.05793423358427878
SDG7_energy,metric,0.05793423358427878
SDG8_labor,impact,0.27377985663458637
SDG8_labor,human,0.2412975007626863
SDG8_labor,right,0.23201682765642911
SDG8_labor,human right,0.2156613171182248
SDG8_labor,compensation,0.16431338447102845
SDG8_labor,sexual,0.12066968835382887
SDG8_labor,harassment,0.12066968835382887
SDG8_labor,conduct,0.1078306585591124
SDG8_labor,sexual harassment,0.10458039657331836
SDG8_labor,labor,0.10269586529439277
SDG8_labor,survey,0.10269586529439277
SDG8_labor,health,0.09280673106257166
SDG8_labor,issue,0.08352605795631449
SDG8_labor,supply chain,0.08352605795631449
SDG8_labor,workplace,0.08215669223551422
SDG8_labor,social,0.0788857214031859
SDG8_labor,right issue,0.07818670835924946
SDG8_labor,engagement,0.07702189897079459
SDG8_labor,meeting,0.07424538485005733
SDG8_labor,internal employee,0.07401875077782032
SDG8_labor,case,0.06960504829692875
SDG8_labor,communication,0.06496471174380015
SDG8_labor,permanent,0.06476640693059277
SDG8_labor,pay,0.06435716712204206
SDG8_labor,employee engagement,0.06435716712204206
SDG8_labor,ghg,0.06264898255623517
SDG8_labor,emission,0.06161751917663567
SDG8_labor,generate,0.060324375190671575
SDG8_labor,internal,0.060324375190671575
SDG8_labor,gender,0.057082420995227284
SDG9_innovation,patent,0.3885123733948008
SDG9_innovation,trade_secret,0.36664992997536466
SDG9_innovation,registration,0.26352963716979333
SDG9_innovation,trade,0.18403217687122145
SDG9_innovation,trade_secret registration,0.178975833506645
SDG9_innovation,design,0.17204367049578503
SDG9_innovation,oip,0.1685821808526008
SDG9_innovation,patent application,0.13423187512998375
SDG9_innovation,application,0.11968255338837218
SDG9_innovation,collaboration,0.11968255338837218
SDG9_innovation,target,0.0972420746280524
SDG9_innovation,register,0.09077502045909272
SDG9_innovation,leadership,0.08277217099543227
SDG9_innovation,innovative,0.08228175545450588
SDG9_innovation,green trade_secret,0.07457326396110209
SDG9_innovation,property,0.07156806878325278
SDG9_innovation,intellectual property,0.06874686187038087
SDG9_innovation,academia,0.06732143628095935
SDG9_innovation,rank,0.06483930032792339
SDG9_innovation,intellectual,0.061344058957073816
SDG9_innovation,grant,0.061344058957073816
SDG9_innovation,industry academia,0.05984127669418609
SDG9_innovation,register trade,0.059658611168881666
SDG9_innovation,micron,0.059658611168881666
SDG9_innovation,university program,0.059658611168881666
SDG9_innovation,university,0.05794051969680259
SDG9_innovation,technology leadership,0.0550850782760174
SDG9_innovation,enter,0.0550850782760174
SDG9_innovation,cultivate,0.05236111710741283
SDG9_innovation,enable,0.05236111710741283
