,SDG12_consumption,SDG13_climate,SDG17_partnership,SDG3_health,SDG4_education,SDG6_water,SDG7_energy,SDG8_labor,SDG9_innovation
SDG12_consumption,1.000000000000015,0.49499581613038124,0.4498669012850094,0.46103034877921584,0.2930215954512074,0.6671106137360943,0.35550124370793107,0.2822876923778029,0.055634657595773955
SDG13_climate,0.49499581613038124,0.9999999999999986,0.5227515802273207,0.3239958833893981,0.21302163568517085,0.4161731014110488,0.4821884171602133,0.46898889639499913,0.04680202458925904
SDG17_partnership,0.4498669012850094,0.5227515802273207,0.9999999999999674,0.3589832211616498,0.45043594288938205,0.26787150857219083,0.3757252879259468,0.4835354799616305,0.08264049529151682
SDG3_health,0.46103034877921584,0.3239958833893981,0.3589832211616498,0.9999999999999875,0.4068211275287455,0.3354825665798159,0.2178119828451632,0.36557579122008854,0.03813087531423419
SDG4_education,0.2930215954512074,0.21302163568517085,0.45043594288938205,0.4068211275287455,0.999999999999999,0.1825779466737342,0.36024859989134134,0.18293865790517191,0.17494882171332712
SDG6_water,0.6671106137360943,0.4161731014110488,0.26787150857219083,0.3354825665798159,0.1825779466737342,0.9999999999999964,0.28023532102555476,0.20840712540700185,0.03964101364847609
SDG7_energy,0.35550124370793107,0.4821884171602133,0.3757252879259468,0.2178119828451632,0.36024859989134134,0.28023532102555476,1.0000000000001927,0.14491809221697743,0.07703418886164988
SDG8_labor,0.2822876923778029,0.46898889639499913,0.4835354799616305,0.36557579122008854,0.18293865790517191,0.20840712540700185,0.14491809221697743,0.9999999999999942,0.03079908978248593
SDG9_innovation,0.055634657595773955,0.04680202458925904,0.08264049529151682,0.03813087531423419,0.17494882171332712,0.03964101364847609,0.07703418886164988,0.03079908978248593,1.0000000000000002
