sdg_labels,term,tfidf_score
SDG9_innovation,industry academia,0.08574673706257395
SDG9_innovation,patent application,0.08357940598369344
SDG9_innovation,green trade_secret,0.08357940598369344
SDG9_innovation,academia,0.07684903720733668
SDG9_innovation,technology leadership,0.07490909500749793
SDG9_innovation,graduate,0.0696495049864112
SDG9_innovation,graduate student,0.0696495049864112
SDG9_innovation,student university,0.0696495049864112
SDG9_innovation,registration system,0.0696495049864112
SDG9_innovation,patent management,0.0696495049864112
SDG9_innovation,undergraduate,0.0696495049864112
SDG9_innovation,university,0.06957636540544304
SDG9_innovation,contribution,0.06859738965005915
SDG9_innovation,advantage,0.066842730206727
SDG9_innovation,student,0.06287648498782093
SDG9_innovation,culture,0.06287648498782093
SDG9_innovation,invest,0.061845658138171604
SDG9_innovation,competitive,0.061845658138171604
SDG9_innovation,sdg,0.06055823403224918
SDG9_innovation,invention,0.06055823403224918
